"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Indicador";"Denominação";"Sigla";"Índice de Referência";"Em Apuração";"Data de Apuração";"Unidade de Medida";"Descrição ";"Período ou Data a que se Refere";"Data de Divulgação/Disponibilização";"Periodicidade";"Polaridade";"Fórmula de Cálculo";"Variáveis de Cálculo";"Fonte de Dados das Variáveis de Cálculo";"Forma de Disponibilização";"Procedimento de Cálculo";"Limitações";"Notas Explicativas";
2024;"2801";"1333";"0540";"2199";11520;"Número acumulado de planos de trabalhos estaduais pactuados";;0,00;Não;30/12/2022;"Número acumulado de planos de trabalhos estaduais pactuados";"O PNCE tem o objetivo de difundir a cultura exportadora e ampliar o número de exportadores brasileiros ? principalmente de micro, pequenas e médias empresas (MPMEs) ? por meio de uma rede de apoio formada por diversas instituições públicas e privadas que atuam no fomento às exportações brasileiras. Os Comitês Estaduais (informais) são o meio pelo qual a coordenação do PNCE nas unidades da Federação é exercida.  O Plano Nacional da Cultura Exportadora (PNCE) dará lugar à Política Nacional de Cultura Exportadora (mantendo a mesma sigla). Já existe processo administrativo contendo minuta de decreto que instituirá a Política. Importante destacar também que será criado, juntamente com a Política ? e para tratar da Política ? um Comitê Nacional para a Promoção da Cultura, a princípio composto por MDIC, MRE, MAPA, ApexBrasil, Sebrae e, provavelmente, CNI, CNA, CNC, CNS e governos estaduais. Ou seja, apesar de o MDIC ter um papel de liderança na condução da Política, as diretrizes serão estabelecidas em Comitê. Partindo-se do pressuposto que até o final de 2023 a Política já terá sido instituída e o Comitê criado, e que, a princípio, a cada ano, pelo menos dois Planos de Trabalho estaduais serão desenvolvidos para serem executados no ano seguinte. ";"Ano anterior";"janeiro seguinte ao ano a que se refere o indicador";"Número acumulado de planos de trabalhos estaduais pactuados";"Quanto maior melhor";;"NF = número acumulado de planos de trabalhos estaduais pactuados a = ano de referência NFa = número de planos de trabalhos estaduais pactuados no ano 'a'";"Informações disponibilizadas em site governamental (site <https://www.gov.br/mdic/pt-br/assuntos/comercio-exterior/dpfac/promocao-das-exportacoes-e-cultura-exportadora>).";"publicações / mídia (televisão e jornal)";"Passo 1: contagem do número de planos de trabalhos estaduais pactuados no ano de referência, Passo 2: soma dos valores resultantes da contagem do ano de 2024 até o ano de referência.";"não se aplica";"As metas estão sendo consideradas de forma cumulativa, ou seja, a previsão é que sejam pactuados dois planos de trabalhos estaduais por ano.";
2024;"2801";"1333";"0540";"2200";11521;"% de desenvolvimento do sistema";;10,00;Não;30/06/2023;"% de desenvolvimento do sistema";"Drawback é um regime aduaneiro especial que consiste na suspensão, isenção ou restituição de tributos incidentes nos insumos importados e/ou nacionais vinculados a um produto a ser exportado. No Drawback contínuo a empresa irá apresentar a proposta indicando, já dentro do próprio sistema, a relação de consumo entre os itens de insumo e o produto a ser exportado, por meio de uma matriz. Após o deferimento, e ao contrário das outras formas de Drawback, não haverá prazo definido para a operação, mas sim uma contagem de tempo por meio de saldos de aquisição de insumos. A entrega do sistema informatizado vai viabilizar este regime, enfatizando que o desenvolvimento do sistema será realizado por etapas, conforme metodologia Ágil adotada pelo Serpro.. ";"Ano anterior";"janeiro seguinte ao ano a que se refere o indicador";"% de desenvolvimento do sistema";"Quanto maior melhor";;"D = número de funcionalidades desenvolvidas T = número de funcionalidades totais Onde:  i. funcionalidades desenvolvidas são as funcionalidades do sistema que já estão disponíveis para utilização por parte dos operadores de comércio exterior, ii. funcionalidades totais são todas as funcionalidades necessárias para a utilização plena do sistema.";"Sistema ALM (Apllication Life Cycle Management), do prestador de serviços de TI do Portal Único de Comércio Exterior.";"Comunicação administrativa";"Divisão das funcionalidades do sistema que já estão disponíveis para utilização por parte dos operadores de comércio exterior até o período de referência pelo número de funcionalidades necessárias para a utilização plena do sistema. O cálculo é realizado levando-se em consideração os itens do sistema que ainda precisam ser desenvolvidos (constantes do sistema ALM do Serpro).";"Não se aplica";"Não se aplica";
2024;"2801";"1333";"0540";"2201";11522;"Percentual de medidas adotadas";;0,00;Sim;24/05/2023;"Percentual de medidas adotadas";"Com a implementação das medidas, espera-se melhorar o ambiente de negócios para a atração de investimentos estrangeiros no Brasil ";"Ano anterior";"Janeiro de cada ano ou quando houver necessidade";"Percentual de medidas adotadas";"Quanto maior melhor";;"A = número de ações concluídas do início da vigência até o ano de referência B = número de ações propostas para o período de vigência do PPA";"Subsecretaria de Investimentos Estrangeiros da Secretaria-Exevutiva da Câmara de Comércio Exterior - SINVE/SE-CAMEX";"Comunicação administrativa";"Divisão do somatório do número de ações concluídas pelo somatório do número de ações propostas.";"Todas as ações terão o mesmo peso na fórmula de cálculo, independente de sua importância relativa para o objetivo final do Plano";"Espera-se entregar a iniciativa 2 em 2024, enquanto a 3 e a 5 em 2025. Já as iniciativas 1 e 4 são mais complexas e dependem de interesses de outros países, o que pode comprometer o tempo de entrega. Sendo assim, foram projetadas com prazo para 2027.";
2024;"2801";"1333";"0540";"2202";11523;"Percentual de medidas implementadas";;0,00;Sim;24/05/2023;"Percentual de medidas implementadas";"Com a implementação das medidas espera-se avançar na consecução de novas políticas públicas e práticas que tragam melhoria para a conduta empresarial responsável no Brasil  ";"Ano anterior";"Janeiro de cada ano ou quando houver necessidade";"Percentual de medidas implementadas";"Quanto maior melhor";;"A = número de ações concluídas do início da vigência até o ano de referência B = número de ações propostas para o período de vigência do PPA";"Subsecretaria de Investimentos Estrangeiros da Secretaria-Exevutiva da Câmara de Comércio Exterior - SINVE/SE-CAMEX";"Comunicação administrativa";"Divisão do somatório do número de ações concluídas pelo somatório do número de ações propostas.";"Todas as ações terão o mesmo peso na fórmula de cálculo, independente de sua importância relativa para o objetivo final do Plano.";"Espera-se entregar as iniciativa 1 e 5 em 2024, enquanto a 4 em 2025. Já as iniciativas 2 e 3 são mais complexas, o que pode compremeter o tempo de entrega. Sendo assim, foram projetadas com prazo para 2027.";
2024;"2801";"1333";"0541";"2209";11545;"Número de selos concedidos";;34,00;Não;12/05/2023;"Número de selos concedidos";"Disseminação de melhores práticas";"Ano anterior";"30/01 (anual)";"Número de selos concedidos";"Quanto maior melhor";;"N = número absoluto de selos concedidos do início de vigência do PPA até o ano de referência X1, X2, Xn = número de selos concedidos a cada ano";"Publicações relativas à concessão dos selos";"Relatório SCPR";"Contagem e soma do número de selos concedidos em período em que se situe no intervalo de referência.";"O número de atos pode variar conforme produção normativa nao significando redução da relevância da iniciativa";"O indicador em questão se refere aos selos de boas práticas concedidos, não ao número de atos submetidos. Os atos submetidos que não atinjam a pontuação suficiente para receber um selo não serão contabilizados para o atingimento da meta estipulada.";
2024;"2801";"1333";"0541";"2210";11546;"Número de pessoas capacitadas";;28,00;Não;01/05/2023;"Número de pessoas capacitadas";"Implementação de programa de capacitação de pessoas para utilização de instrumentos classificados como 'boas práticas regulatórias', como AIR, ARR, Agenda Regulatória, dentre outros.";"Ano anterior";"30/01 (anual)";"Número de pessoas capacitadas";"Quanto maior melhor";;"N = número absoluto de pessoas capacitadas X1, X2, Xn = número de pessoas capacitadas por período";"Listas de presenças presenciais e online geradas pelos aplicativos de videoconferência.";"Relatório MDIC";"Contagem do número de participantes de eventos de capacitação que concluiram as capacitações em datas que se situem no intervalo de referência. Soma dos valores resultantes da contagem.";"nao se aplica";"nao se aplica";
2024;"2801";"1333";"0541";"2211";11547;"Número de entidades envolvidas";;35,00;Não;30/12/2022;"Número de entidades envolvidas";"Realização de eventos para proporcionar a troca de informações e a disseminação de melhores práticas regulatórias";"Ano anterior";"30/01 (anual)";"Número de entidades envolvidas";"Quanto maior melhor";;"N = número de instituições que participaram dos eventos realizados do início de vigência do PPA até o ano de referência P1, P2, Pn = número de instituições que participaram de cada evento realizado";"Listas de presenças presenciais e online geradas pelos aplicativos de videoconferência.";"Relatório MDIC";"Contagem do número de registros completos de participantes em cada lista de presença dos eventos realizados em datas que se situem no intervalo de referência. Soma dos valores resultantes da contagem.";"não se aplica";"não se aplica";
2024;"5134";"1341";"0542";"2236";11599;"Número de acolhimentos em Entidades de Apoio e Acolhimento Atuantes em Álcool e Outras Drogas contratadas pelo Governo Federal";;15.042,00;Não;31/12/2023;"Número de acolhimentos em Entidades de Apoio e Acolhimento Atuantes em Álcool e Outras Drogas contratadas pelo Governo Federal";"Quantifica o número de acolhimentos em Entidades de Apoio e Acolhimento Atuantes em Álcool e Outras Drogas contratadas pelo Governo Federal ";;"Última semana de janeiro";"Número de acolhimentos em Entidades de Apoio e Acolhimento Atuantes em Álcool e Outras Drogas contratadas pelo Governo Federal";"Quanto maior melhor";;"Número de acolhimentos ao longo do ano de referência";"SisCT ? Sistema das Comunidades Terapêuticas";;"Somatório do número de acolhimentos ao longo do ano de referência extraídos do SisCT ? Sistema das Comunidades Terapêuticas no período de referência";;;
2024;"5134";"1341";"0542";"2237";11600;"Número de certificações na temática de álcool e outras drogas";;0,00;Não;31/07/2023;"Número de certificações na temática de álcool e outras drogas";"Quantifica o número de certificações na temática de álcool e outras drogas por ações de capacitação disponibilizadas com apoio do Governo Federal";"Anual";"Última semana de janeiro";"Número de certificações na temática de álcool e outras drogas";"Quanto maior melhor";;"Número de certificações na temática de álcool e outras drogas";"DACT/SE/MDS";"Dados internos";"Somatório do número de certificações na temática de álcool e outras drogas por ações de capacitação disponibilizadas com apoio do Governo Federal no período de referência";;;
2024;"5134";"1341";"0542";"2238";11601;"Número de estudos e pesquisas realizadas";;0,00;Não;31/07/2023;"Número de estudos e pesquisas realizadas";"Contabiliza o número de estudos e pesquisas na temática de álcool e outras drogas realizadas ";"Anual";"Última semana de janeiro";"Número de estudos e pesquisas realizadas";"Quanto maior melhor";;"Número de estudos e pesquisas realizadas ";"DACT/SE/MDS";"Dados internos ";"Somatório do Número de estudos e pesquisas realizadas ";;;
2024;"5134";"1341";"0542";"2239";11602;"Número de entidades apoiadas pelo Governo Federal";;0,00;Não;31/07/2023;"Número de entidades apoiadas pelo Governo Federal";"Quantifica o número de entidades apoiadas pelo Governo Federal que atuam na temática de álcool e outras drogas e que fornecem apoio para superação da dependência química distinto do acolhimento";"Anual";"Última semana de janeiro";"Número de entidades apoiadas pelo Governo Federal";"Quanto maior melhor";;"Número de entidades apoiadas ao longo do ano de referência";"DACT/SE/MDS";"Dados administrativos";"Somatório do número de entidades apoiadas ao longo do ano de referência";;;
