"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Entrega";"Enunciado";"Descrição";"Órgão";"Unidade Responsável";"Projeto de Investimento";"Data de Início";"Data de Término";"Valor Total";"Execução Física Acumulada";"Meta da Execução Física";"Concluída";
2025;"1191";"1328";"0321";"0710";"Contratos de crédito no âmbito do Pronaf Floresta, que fomentam o desenvolvimento sustentável";"Número de contratos de crédito no âmbito do Pronaf Floresta, que fomentam o desenvolvimento sustentável";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"Secretaria de Agricultura Familiar e Agroecologia - SAF/MDA";"Não";;;;;;"";
2025;"1191";"1328";"0321";"0715";"Contratos de crédito de custeio no âmbito do Pronaf para a produção de alimentos";"Número de contratos de crédito de custeio no âmbito do Pronaf para a produção de alimentos.";"49000 - Ministério do Desenvolvimento Agrário e Agricultura Familiar";"Secretaria de Agricultura Familiar e Agroecologia - SAF/MDA";"Não";;;;;;"";
2025;"5111";"1281";"0433";"1376";"Apoio técnico aos estados e municípios na promoção das ações com vistas a garantir a Alfabetização de crianças ao final do 2° ano e a recomposição das aprendizagens das crianças matriculadas nas redes de ensino até o final dos anos iniciais do ensino fundamental.";"Apoio técnico aos estados e municípios na promoção das ações com vistas a garantir a Alfabetização de crianças ao final do 2° ano e a recomposição das aprendizagens das crianças matriculadas nas redes de ensino até o final dos anos iniciais do ensino fundamental.";"26000 - Ministério da Educação";"SEB/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0433";"1382";"Apoio à estruturação e implementação, pelos entes federados, de ações de formação focadas na melhoria das práticas pedagógicas e de gestão escolar relacionadas à alfabetização";"Apoio à estruturação e implementação, pelos entes federados, de ações de formação focadas na melhoria das práticas pedagógicas e de gestão escolar relacionadas à alfabetização";"26000 - Ministério da Educação";"SEB/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0433";"1388";"Apoio às redes estaduais para a realização de avaliações da alfabetização com matrizes parametrizadas aos referenciais do Sistema de Avaliação da Educação Básica (SAEB/Inep) e em caráter censitário aos estudantes do 2º ano matriculados na rede estadual e nas redes municipais da respectiva unidade federativa.";"Apoio às redes estaduais para a realização de avaliações da alfabetização com matrizes parametrizadas aos referenciais do Sistema de Avaliação da Educação Básica (SAEB/Inep) e em caráter censitário aos estudantes do 2º ano matriculados na rede estadual e nas redes municipais da respectiva unidade federativa.";"26000 - Ministério da Educação";"SEB/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0452";"1464";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica no âmbito da Educação escolar quilombola";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica no âmbito da Educação escolar quilombola";"26000 - Ministério da Educação";"SECADI/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0452";"1466";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas quilombolas";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas quilombolas";"26000 - Ministério da Educação";"SECADI/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0441";"1425";"Apoio à formação em educação para as relações étnico-raciais com linhas de formação permanentes na educação básica.";"Apoio à formação em educação para as relações étnico-raciais com linhas de formação permanentes na educação básica.";"26000 - Ministério da Educação";"SECADI/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0441";"1427";"Apoio a formação continuada em educação em direitos humanos";"Apoio a formação continuada em educação em direitos humanos";"26000 - Ministério da Educação";"SECADI/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0441";"1428";"Apoio à formação continuada em educação ambiental";"Apoio à formação continuada em educação ambiental";"26000 - Ministério da Educação";"SECADI/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0457";"1496";"Aquisição e distribuição de livros e materiais didáticos às escolas das redes públicas da educação básica.";"Aquisição e distribuição de livros e materiais didáticos às escolas das redes públicas da educação básica.";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0457";"1502";"Assistência financeira para apoio ao transporte escolar aos entes federados, seguindo parâmetros de equidade e valorizando a diversidade.";"Assistência financeira para apoio ao transporte escolar aos entes federados, seguindo parâmetros de equidade e valorizando a diversidade.";"26000 - Ministério da Educação";"FNDE";"Não";;;;;;"";
2025;"5111";"1281";"0457";"1500";"Apoio aos entes federados na aquisição e distribuição de veículos escolares para transporte de estudantes das redes públicas de educação básica.";"Apoio aos entes federados na aquisição e distribuição de veículos escolares para transporte de estudantes das redes públicas de educação básica.";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0457";"1505";"Assistência financeira às Entidades Executoras para a oferta da alimentação escolar nas escolas das redes públicas da educação básica, seguindo parâmetros de equidade, valorizando a diversidade e considerando as especificidades.";"Assistência financeira às Entidades Executoras para a oferta da alimentação escolar nas escolas das redes públicas da educação básica, seguindo parâmetros de equidade, valorizando a diversidade e considerando as especificidades.";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0457";"1506";"Assistência financeira às escolas das redes públicas da educação básica para contribuir com a manutenção e melhoria da infraestrutura física e pedagógica, bem como promover a gestão democrática e a participação social, seguindo parâmetros de equidade e valorizando a diversidade.";"Assistência financeira às escolas das redes públicas da educação básica para contribuir com a manutenção e melhoria da infraestrutura física e pedagógica, bem como promover a gestão democrática e a participação social, seguindo parâmetros de equidade e valorizando a diversidade.";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0457";"1508";"Apoio à aquisição de kits de materiais escolares para os estudantes das redes de Educação Básica";"Apoio à aquisição de kits de materiais escolares para os estudantes das redes de Educação Básica";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0458";"3012";"Apoio à construção de escolas em Tempo Integral";"Apoio à construção de escolas em Tempo Integral";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0458";"3013";"Apoio à conclusão de creches, escolas, quadras e cobertura de quadras.";"Apoio à conclusão de creches, escolas, quadras e cobertura de quadras.";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0458";"1519";"Apoio à retomada de obras contempladas pela Lei nº14.719 de 01 de novembro de 2023, que instituiu o Pacto Nacional pela Retomada de Obras e de Serviços de Engenharia Destinados à Educação Básica.";"Apoio à retomada de obras contempladas pela Lei nº14.719 de 01 de novembro de 2023, que instituiu o Pacto Nacional pela Retomada de Obras e de Serviços de Engenharia Destinados à Educação Básica.";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0458";"1536";"Apoio à aquisição de mobiliários e equipamentos para educação básica.";"Apoio à aquisição de mobiliários e equipamentos para educação básica.";"26000 - Ministério da Educação";"FNDE/MEC";"Não";;;;;;"";
2025;"2310";"1253";"0137";"0969";"Aperfeiçoamento do sistema de intermediação de mão de obra para aumento do potencial de contratação da pessoa com deficiência e reabilitada no cadastro de vagas do SINE";"O artigo 93 da Lei nº 8.213/91 dispõe que ?A empresa com 100 (cem) ou mais empregados está obrigada a preencher de 2% (dois por cento) a 5% (cinco por cento) dos seus cargos com beneficiários reabilitados ou pessoas portadoras de deficiência?. Referido artigo, também chamado de ?Lei de cotas?, trata da reserva de cargos para pessoas com deficiência e reabilitadas pela previdência social. Em que pese a presença dos reabilitados como beneficiários da política de cotas, o sistema de intermediação de mão de obra do SINE possui apenas a possibilidade da busca pelas empresas de trabalhadores com deficiência, bem como o cadastro em busca de emprego também restrito a esse público. Como a política de cotas inclui os dois públicos, imperioso que o sistema se adapte à legislação para atender aos beneficiários e as empresas. Além disso, o sistema existente demanda aperfeiçoamentos de forma a tornar-se plenamente acessível para toda a diversidade de deficiências existentes e sem qualquer forma de discriminação.";"40000 - Ministério do Trabalho e Emprego";"SEMP/MTE";"Não";;;;;;"";
2025;"2310";"1253";"0137";"0956";"Inclusão de PCD ou reabilitadas no mercado formal de trabalho";"Levantamentos de dados realizados pela Secretaria de Inspeção do Trabalho demonstram a existência no país de empresas com alto potencial de empregabilidade e que apresentam cumprimento de cota significativamente abaixo da média, mesmo quando comparados com empregadores do mesmo segmento. Isso pode indicar um descaso por parte desses empregadores em relação à obrigação prevista no artigo 93 da Lei nº 8.213/91, que determina a reserva de vagas para pessoas com deficiência. Diante desse cenário, torna-se necessário intensificar a fiscalização para garantir o cumprimento adequado da legislação e promover a inclusão efetiva das pessoas com deficiência no mercado de trabalho. Somente assim poderemos construir uma sociedade mais justa e igualitária, onde todos tenham igualdade de oportunidade de acesso ao mercado de trabalho";"40000 - Ministério do Trabalho e Emprego";"SIT/MTE";"Não";;;;;;"";
2025;"5111";"1281";"0439";"1424";"Oferta de vagas em curso de formação continuada para lideranças e profissionais da educação básica em educação em tempo integral";"Oferta de vagas em curso de formação continuada para lideranças e profissionais da educação básica em educação em tempo integral";"26000 - Ministério da Educação";"SEB/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0439";"1422";"Apoio técnico às redes municipais, estaduais e DF para criação de programas locais de educação integral em tempo integral, visando à melhoria de indicadores de aprendizagem e desenvolvimento integral dos estudantes brasileiros e possibilitando maior proteção e inclusão social aos estudantes mais vulnerabilizados.";"Apoio técnico às redes municipais, estaduais e DF para criação de programas locais de educação integral em tempo integral, visando à melhoria de indicadores de aprendizagem e desenvolvimento integral dos estudantes brasileiros e possibilitando maior proteção e inclusão social aos estudantes mais vulnerabilizados.";"26000 - Ministério da Educação";"SEB/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0443";"1431";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica em educação especial";"Apoio à profissionalização e formação continuada de professores e profissionais da educação básica em educação especial";"26000 - Ministério da Educação";"SECADI/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0443";"1432";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas no âmbito da Educação Especial na perspectiva Inclusiva";"Apoio à melhoria da infraestrutura física, tecnológica e pedagógica das escolas no âmbito da Educação Especial na perspectiva Inclusiva";"26000 - Ministério da Educação";"SECADI/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0465";"1580";"Apoio técnico aos municípios para elaboração dos planos decenais da educação.";"Apoio técnico aos municípios para elaboração dos planos decenais da educação.";"26000 - Ministério da Educação";"SASE/MEC";"Não";;;;;;"";
2025;"5111";"1281";"0465";"1588";"Apoio técnico aos estados e ao Distrito Federal para elaboração dos planos decenais da educação.";"Apoio técnico aos estados e ao Distrito Federal para elaboração dos planos decenais da educação.";"26000 - Ministério da Educação";"SASE/MEC";"Não";;;;;;"";
2025;"2310";"1253";"0138";"1490";"Presença fiscal no combate à discriminação, assédio e violência no trabalho intensificada";"Ampliação da presença fiscal no combate à discriminação, assédio e violência no trabalho, a partir do aumento do número de empresas inspecionadas e da eficiência nas fiscalizações desenvolvidas. A intensificação se dará por meio da implementação da atividade de Combate à Discriminação e Promoção da Igualdade de Oportunidades no Trabalho nas diversas Unidades da Federação e da criação de Grupos Nacionais de Fiscalização que tenham por objetivo a inspeção de discriminações estruturais e assédios organizacionais em empresas de grande porte e com alto número de trabalhadores.";"40000 - Ministério do Trabalho e Emprego";"SIT/MTE";"Não";;;;;;"";
