Exercício;"Código Agenda";"Programa";"Objetivo";"Objetivo Específico";"Medida Institucional Normativa";"Enunciado";"Descrição";"Órgão Responsável";"Unidade Responsável";"Resultados Esperados";"Prioritária";"PAC";
2024;194;"5804";"1304";"0167";"0861";"Formular políticas de ações afirmativas para inclusão dos Povos Ciganos na educação superior, na pós-graduação e nos concursos públicos.";"Criação de programas de concessão de bolsas de estudo e permanência voltados à população cigana no ensino superior, e inserção de dispositivos legais/infralegais para ampliação do público-alvo da Lei nº 12.990/2014, que prevê a 'a reserva aos negros 20% (vinte por cento) das vagas oferecidas nos concursos públicos para provimento de cargos efetivos e empregos públicos no âmbito da administração pública federal, das autarquias, das fundações públicas, das empresas públicas e das sociedades de economia mista controladas pela União.'";"67000";"Secretaria de Políticas de Ações Afirmativas, Combate e Superação do Racismo (SEPAR)";"Promover o ingresso e permanência dos povos ciganos na educação superior, na pós-graduação e nos concursos públicos.";"Não";"";
2024;194;"5838";"1340";"0518";"0826";"Apoiar a estruturação de redes de apoio a mulheres indígenas vítimas de violência";"Apoiar a estruturação de redes de apoio a mulheres indígenas vítimas de violência";"84000";"MPI/SEART e Funai/CGPC";"Redução dos índices de violência contra mulheres indígenas.";"Não";"";
2024;194;"5838";"1340";"0518";"0824";"Apoiar a estruturação e implementação do Programa Guardiãs";"Apoiar a estruturação e implementação do Programa Guardiãs, em parceria com o Ministério das Mulheres e organizações representativas de mulheres indígenas.";"84000";"MPI/SEART";"Maior capacidade de prevenção e enfrentamento das diversas formas de violência contra mulheres e meninas indígenas. Maior protagonismo das mulheres indígenas nos espaços de decisão. Maior conhecimento e respeito às especificidades socioculturais e linguísticas das mulheres indígenas.";"Sim";"";
2024;194;"5838";"1340";"0518";"082D";"Articular a criação de cursos de enfermagem intercultural";"Articular a criação de cursos de enfermagem intercultural de nível superior, em instituições públicas tanto de ensino superior, quanto de educação profissional.";"84000";"MPI/SEART e Funai/DPDS";"Formação de enfermeiros com perspectiva intercultural e mais qualificados para o atendimento de povos indígenas.";"Não";"";
2024;194;"5838";"1340";"0518";"082C";"Articular a prestação de serviços de emergência em situação de calamidade pública que afetem povos indígenas";"Articular com instituições parceiras a prestação de serviços de emergência em casos de eventos extremos, epidemias, contaminações e outros tipos de calamidade pública que afetem povos indígenas.";"84000";"Funai/ DPDS/CGPDS";"Reduzir os danos físicos, materiais e ambientais provocados por eventos extremos, epidemias, contaminações e outros tipos de calamidade pública.";"Sim";"";
2024;194;"5838";"1340";"0518";"082B";"Articular a regulamentação de direitos dos povos indígenas migrantes, refugiados e transfronteiriços";"Articular a edição de ato legal/normativo que dê clareza acerca dos direitos dos povos indígenas migrantes, refugiados e transfronteiriços, que passam por enormes dificuldades culturais, de comunicação e de acesso a serviços e políticas públicas.";"84000";"MPI/SEART e Funai/DPDS";"Redução da vulnerabilidade dos povos indígenas migrantes, refugiados e transfronteiriços.";"Não";"";
2024;194;"5838";"1340";"0518";"0823";"Criar sistema de proteção de mulheres indígenas vítimas de violência";"Criar sistema de proteção de mulheres indígenas vítimas de violência, considerando suas especificidades socioculturais e linguísticas, em parceria com o Ministério das Mulheres.";"84000";"MPI/SEART e Funai/CGPC";"Redução dos índices de violência contra mulheres indígenas.";"Não";"";
2024;194;"5838";"1340";"0518";"082E";"Propor a atualização curricular dos cursos de enfermagem";"Propor a atualização curricular dos cursos de enfermagem, de modo que incorporem perspectivas indígenas.";"84000";"MPI/SEART e Funai/DPDS";"Formação de enfermeiros com perspectiva intercultural e mais qualificados para o atendimento de povos indígenas.";"Não";"";
2024;194;"5838";"1340";"0518";"0825";"Propor adequações na Central de Atendimento à Mulher - Ligue 180 ";"Propor adequações na Central de Atendimento à Mulher - Ligue 180, qualificando o atendimento para que leve em consideração especificidades socioculturais e linguísticas das mulheres indígenas.";"84000";"MPI/SEART e Funai/CGPC";"Aprimoramento e maior efetividade do serviço quando prestado para mulheres indígenas.";"Não";"";
2024;194;"5838";"1340";"0518";"082F";"Propor e articular a criação de redes intersetoriais de saúde indígena";"Propor e articular a criação de redes intersetoriais de saúde indígena";"84000";"MPI/SEART e Funai/DPDS";"Reduzir os riscos à saúde dos povos indígenas. Agilizar a prestação de serviços de atenção à saúde para povos indígenas. Ampliar a cobertura e a capilaridade dos serviços de saúde prestados a povos indígenas.";"Não";"";
2024;195;"2301";"1267";"0298";"08CB";"Regulamentação do compartilhamento de serviços.";"Regulamentar acessibilidade comunicacional, linguagem simples e design acessível com todas as comunicações, editais e chamamentos do Poder Executivo Federal.";"46000";"Secretaria de Serviços Compartilhados (SSC)";"Oferta de serviços administrativos a diversos Ministérios, gerando economia de recursos para a APF. O compartilhamento abrange atividades de administração patrimonial, gestão de pessoas, orçamento e finanças, logística, tecnologia da informação e muito mais.";"Não";"";
2024;195;"2305";"1251";"0105";"0535";"Edição de um Plano Nacional de Inclusão Digital e de Programas Setoriais de Conectividade.";"Edição de um Plano Nacional de Inclusão Digital e de Programas Setoriais de Conectividade, que contempla a proposta apresentada no PPA Participativo intitulado 'Programa de Inclusão Digital para Todos', que tem como objetivo principal promover o acesso universal e igualitário à internet e às tecnologias digitais em todo o Brasil. Reconhecendo a importância cada vez maior da conectividade e da alfabetização digital na sociedade contemporânea, esta proposta visa garantir que nenhum cidadão brasileiro seja excluído das oportunidades proporcionadas pelo mundo digital. Este programa abrangente irá abordar diferentes aspectos da inclusão digital, entre outras dimensões.";"41000";"Secretaria de Telecomunicações- SETEL";"Ato ministerial e seus desdobramentos.";"Sim";"";
2024;195;"2305";"1251";"0157";"08D1";"Adotar medidas para aumento da oferta de canais digitais de TV Aberta à população.";"Realização de procedimentos (chamamentos públicos, editais de licitação e de seleção) para emissão de autorizações para execução do serviço de Retransmissão de Televisão Digital (RTVD) e para concessão de outorgas comercial e educativas a entidades interessadas em prestar o serviço de radiodifusão de sons e imagens (TV).";"41000";"SECOE - Secretaria de Comunicação Social Eletrônica do Ministério das Comunicações";"Ampliação do número de emissoras e retransmissoras de TV Digital no país, tanto comerciais quanto públicas e educativas, proporcionando aumento da cobertura e oferta de canais de TV aberta e gratuita à população";"Sim";"";
2024;195;"2314";"1286";"0104";"06E6";"Curso de Disseminadores para a População LGBTQIAPN+";"Projeto 'Curso de Disseminadores para a População LGBTQIAPN+'. Uma capacitação em direitos e deveres previdenciários, construída em parceria com a Secretaria Nacional dos Direitos das Pessoas LGBTQIA+, com o objetivo de formar representantes de organizações que trabalhem com a população LGBTQIAPN+ para disseminar os direitos e deveres previdenciários, alcançando um grande número de pessoas desta população.";"33000";"Instituto Nacional do Seguro Social";"Disseminação do conhecimento previdenciário, com conteúdo especificamente voltado aos direitos e deveres previdenciários da população LGBTQIAPN+.";"Não";"";
2024;195;"2314";"1286";"0104";"06E3";"Curso de Disseminadores para Representantes dos Povos Originários";"Projeto 'Curso de Disseminadores para Representantes dos Povos Originários e Tradicionais '. Uma capacitação em direitos e deveres previdenciários, construída em parceria com o Ministério dos Povos Indígenas e Ministério da Igualdade Racial, com o objetivo de formar representantes de aldeias, lideranças e organizações para disseminar os direitos e deveres previdenciários, alcançando um grande número de povos originários e tradicionais.";"33000";"Instituto Nacional do Seguro Social";"Disseminação do conhecimento previdenciário, com conteúdo especificamente voltado aos direitos e deveres previdenciários dos povos originários e tradicionais.";"Não";"";
2024;195;"2314";"1286";"0104";"052C";"Diretrizes para o Programa de Educação Previdenciária inclusivas e acessíveis";"Estabelecimento de diretrizes para o esclarecimento da população quanto aos seus direitos e deveres previdenciários, de modo inclusivo e acessível, contemplando extratos da sociedade historicamente sub-representados como: mulheres, indígenas, ciganos, quilombolas , população LGBTQIAP+, utilizando-se de linguagem acessível àqueles que necessitam de algum nível de adaptação, em função de suas necessidades ou deficiência, e aos que são público-alvo da política de previdência mas não são proficientes na língua portuguesa.";"33000";"Instituto Nacional do Seguro Social";"Aumento da quantidade de pessoas informadas pelo Programa de Educação Previdenciária, com reflexo no atendimento de grupos historicamente sub-representados como: mulheres, indígenas, ciganos, quilombolas , população LGBTQIAPN+ com efetividade na disseminação da informação para garantia de seus direitos.";"Sim";"";
2024;195;"2316";"1326";"0315";"097F";"Gestões junto ao Congresso Nacional para a ratificação da Convenção Interamericana sobre a Proteção dos Direitos Humanos dos Idosos, concluída no âmbito da Organização dos Estados Americanos - OEA";"Gestões junto ao Congresso Nacional para a ratificação da Convenção Interamericana sobre a Proteção dos Direitos Humanos dos Idosos, concluída no âmbito da Organização dos Estados Americanos - OEA, celebrada em Washington, em 15 de junho de 2015";"35000";"MRE";"Convenção Interamericana sobre a Proteção dos Direitos Humanos dos Idosos ratificada pelo Congresso Nacional.";"Não";"Não";
2024;195;"2318";"1263";"0013";"0528";"Expansão do banco de dados contendo variáveis sobre moradores e moradias em áreas de riscos de desastres (idade, sexo, alfabetização, rendimento, abastecimento de água, esgotamento sanitário, coleta de lixo e energia eletrica, para os municípos monitorados pelo CEMADEN";"Disponibilizar banco de dados atualizado sobre população exposta em áreas de risco de deslizamentos, inundações e enxurradas, a partir de dados do Censo 2022. A Base Territorial Estatística de Área de Risco (BATER) foi publicada em 2018 para um conjunto de 872 municípios, a perspectiva é ampliar para os 1038. A atualização permitirá traçar perfil das características da população em áreas de risco e será possível realizar estudos comparativos de áreas de risco nos municípios monitorados.";"53000";"Centro Nacional de Monitoramento e Alertas de Desastres Naturais";"Dados sobre população em áreas de risco podem orientar diversas ações de gestão de risco de desastres, seja em âmbito federal ou municipal. No contexto da prevenção, campanhas e ações educativas podem ser produzidas considerando faixas etárias específicas, além de exercícios simulados em escolas e comunidades. Tais dados podem ajudar a definir a evacuação de grupos prioritários, como idosos e crianças, especialmente em locais com maior concentração de pessoas expostas. Os planos de contingência também podem ser aprimorados com informações sobre os perfis da população exposta e otimizar, por exemplo, o planejamento de abrigos temporários. Na fase de reconstrução, as melhorias de infraestruturas podem ser contempladas de acordo com a presença de grupos com dificuldade de mobilidade, e.g. rampas de acesso com corrimãos para idosos.";"Não";"";
