"Exercício";"Programa";"Ação Não-Orçamentária";"Título";"Descrição";"Tipo";"Responsável pela informação";"Tributo";"Valor Total";"Valor Previsto para o 1o. Ano do PPA";"Valor Previsto para o 2o. Ano do PPA";"Valor Previsto para o 3o. Ano do PPA";"Valor Previsto para o 4o. Ano do PPA";"Valor Previsto para 2028";"Produto";"Especificação do Produto";"Unidade de Medida";"Meta Física";"Função";"Subfunção";"Início da  Vigência";"Término da vigência";"Vigência indeterminada";"Fonte dos Dados";"Base Legal";"Tipo de beneficiário";"Descrição do beneficiário";"Total de beneficiários previstos 1° Ano de PPA";"Total de beneficiários previstos 2° Ano de PPA";"Total de beneficiários previstos 3° Ano de PPA";"Total de beneficiários previstos 4° Ano de PPA";
2025;"5811";"010U";;"Cadeira de Rodas e Aparelhos Assistivos - Assistência Social - Redução a zero das alíquotas do PIS/COFINS na importação ou venda no mercado interno de cadeiras de rodas classificados na posição 87.13, artigos e aparelhos ortopédicos ou para fraturas classificados no código 90.21.10, artigos e aparelhos de próteses classificados no código 90.21.3, almofadas antiescaras classificadas nos Capítulos 39, 40, 63 e 94, da NCM, produtos classificados nos códigos 8443.32.22, 8469.00.39 Ex 01, 8714.20.00, 9021.40.00, 9021.90.82 e 9021.90.92, todos da Tipi, calculadoras equipadas com sintetizador de voz, teclados e mouse com adaptações específicas para uso por pessoas com deficiência, linhas braile classificadas, scanners equipados com sintetizador de voz, duplicadores braile, acionadores de pressão, lupas eletrônicas, implantes cocleares, próteses oculares, aparelhos e softwares de leitores de tela, neuroestimuladores para tremor essencial/Parkinson.";"Subsídio Tributário";"31000";"Outros";4.927.630.404,94;1.129.171.414,13;1.196.954.687,22;1.262.386.450,70;1.339.117.852,89;;;;;;"";"";;;"";;;"";;;;;;
2025;"3103";"011S";;"Gás Natural Liquefeito - Energia - Redução a zero das alíquotas do PIS/COFINS na importação de Gás Natural Liquefeito - GNL.";"Subsídio Tributário";"31000";"Outros";644.702.806,06;147.734.289,99;156.602.663,38;165.163.378,79;175.202.473,90;;;;;;"";"";;;"";;;"";;;;;;
2025;"2319";"013J";;"Transporte Coletivo - Transporte - Redução a zero das alíquotas do PIS/COFINS sobre o transporte público coletivo municipal de passageiros, por meio rodoviário, metroviário, ferroviário e aquaviário. Aplica-se também ao transporte público coletivo intermunicipal, interestadual e internacional de caráter urbano.";"Subsídio Tributário";"31000";"Outros";2.226.284.410,33;510.155.289,52;540.779.510,85;570.341.329,21;605.008.280,75;;;;;;"";"";;;"";;;"";;;;;;
2025;"3105";"0113";;"Embarcações - Transporte - Suspensão da incidência de IPI na aquisição, realizada por estaleiros navais brasileiros, de materiais e equipamentos, incluindo partes, peças e componentes, destinados ao emprego na construção, conservação, modernização, conversão ou reparo de embarcações pré-registradas ou registradas no REB. A suspensão converte-se em alíquota 0 (zero) após a incorporação ou utilização dos bens adquiridos. Isenção do imposto incidente sobre a importação de partes, peças e componentes destinados ao reparo, revisão e manutenção de embarcações e aeronaves. Isenção do Imposto sobre Importação - II e do IPI incidente sobre a importação de partes, peças e componentes destinados ao emprego na construção, conservação, modernização, conversão ou reparo de embarcações registradas no REB, desde que realizadas em estaleiros navais brasileiros. Isenção do PIS/Cofins sobre a receita auferida pelos estaleiros navais brasileiros nas atividades de construção, conservação, modernização, conversão ou reparo de embarcações pré-registradas ou registradas no Registro Especial Brasileiro - REB. Redução a zero das alíquotas da contribuição para o PIS/PASEP e da COFINS incidentes sobre a receita bruta decorrente da venda no mercado interno ou a importação de materiais e equipamentos, partes, peças e componentes, destinados ao emprego na construção, conservação, modernização e conversão de embarcações registradas ou pré-registradas no REB. Redução a zero das alíquotas do PIS/PASEP e da COFINS incidentes sobre a venda ou importação de aeronaves classificadas na posição 88.02 da Tipi, suas partes, peças, ferramentais, componentes, insumos, fluidos hidráulicos, tintas, anticorrosivos, lubrificantes, equipamentos, serviços e matérias-primas a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão e industrialização das aeronaves, seus motores, partes, componentes, ferramentais e equipamentos. Redução a zero das alíquotas da contribuição para o PIS/PASEP e da COFINS incidentes sobre a receita bruta decorrente da venda no mercado interno ou a importação de materiais e equipamentos, partes, peças e componentes, destinados ao emprego na construção, conservação, modernização e conversão de embarcações registradas ou pré-registradas no REB. Redução a zero das alíquotas do PIS/PASEP e da COFINS incidentes sobre a venda ou importação de aeronaves classificadas na posição 88.02 da Tipi, suas partes, peças, ferramentais, componentes, insumos, fluidos hidráulicos, tintas, anticorrosivos, lubrificantes, equipamentos, serviços e matérias-primas a serem empregados na manutenção, conservação, modernização, reparo, revisão, conversão e industrialização das aeronaves, seus motores, partes, componentes, ferramentais e equipamentos.";"Subsídio Tributário";"31000";"Outros";13.838.411.277,61;3.115.491.070,33;3.336.548.769,19;3.560.116.273,41;3.826.255.164,68;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"0132";;"Rota 2030 - Indústria - Importação de partes, peças, componentes, conjuntos, subconjuntos, acabados e semiacabados, e pneumáticos, todos novos e sem capacidade de produção nacional equivalente, destinados à industrialização de produtos automotivos. Dedução do IRPJ devido, o valor correspondente à aplicação da alíquota e adicional do IRPJ sobre até 30% dos dispêndios realizados no País, desde que sejam classificáveis como despesas operacionais aplicados em pesquisa e desenvolvimento. 'Redução das alíquotas do IPI para veículos novos produzidos no País e para a importação de veículos novos classificados nos códigos 87.01 a 87.06 da Tabela TIPI em: I - até 2% para os veículos que atenderem a requisitos específicos de eficiência energética, e II - até 1%para os veículos que atenderem a requisitos específicos de desempenho estrutural associado a tecnologias assistivas à direção. O somatório das reduções fica limitado ' Dedução da CSLL devida, o valor correspondente à aplicação da alíquota da CSLL sobre até 30% dos dispêndios realizados no País, desde que sejam classificáveis como despesas operacionais aplicados em pesquisa e desenvolvimento.";"Subsídio Tributário";"31000";"Outros";14.404.046.302,10;2.850.998.315,77;3.336.902.600,40;3.809.725.310,84;4.406.420.075,10;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"014P";;"Promoção de Produtos e Serviços Brasileiros - Comércio e Serviço - Redução a zero da alíquota do IRRF incidente sobre valores pagos, creditados, entregues, empregados ou remetidos para o exterior, em decorrência de despesas com pesquisas de mercado, aluguéis e arrendamentos de stands e locais para exposições, feiras e conclaves semelhantes, promoção e propaganda no eventos, para produtos e serviços brasileiros e para promoção de destinos turísticos brasileiros e por órgãos do Poder Executivo Federal, relativos à contratação de serviços destinados à promoção do Brasil no exterior. Redução a zero da alíquota do IRRF sobre remessas, para o exterior, destinadas ao pagamento de despesas com pesquisa de mercado para produtos brasileiros de exportação, participação em exposições, feiras e eventos, aluguéis e arrendamentos de estandes e locais de exposição, propaganda nos eventos, vinculadas à promoção de produtos brasileiros.";"Subsídio Tributário";"31000";"Outros";47.337.677,94;11.267.894,42;11.574.757,96;12.024.147,15;12.470.878,42;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"014T";;"Subsídio ao Fundo de Garantia para a Promoção da Competitividade - FGPC - A Ação Não Orçamentária está zerada por limitações do SIOP, dado que os valores informados são negativos. O valores informados no cadastro equivalem a: Valor total: -888.028,34 2024: -113.380,58 2025:-205.534,66 2026:-262.928,74 2027: -306.184,36";"Subsídio Creditício";"35000";"Outros";0,04;0,01;0,01;0,01;0,01;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"014V";;"Subsídio ao Programa Emergencial de Acesso ao Crédito Garantia de Recebíveis - Peac-Maquininhas -";"Subsídio Creditício";"35000";"Outros";224.230.753,78;106.826.388,33;61.341.542,04;33.149.659,99;22.913.163,42;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"014Z";;"Crédito para MPMEs no Peac-FGI - BNDES";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";139.000.000.000,00;23.000.000.000,00;41.000.000.000,00;46.000.000.000,00;29.000.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"0150";;"Apoio à exportação - BNDES";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";21.144.000.000,00;5.154.000.000,00;5.330.000.000,00;5.330.000.000,00;5.330.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"0153";;"Apoio a neoindustrialização";"Crédito de Instituição Financeira";"34100";"Direcionado - BNDES";37.856.000.000,00;8.346.000.000,00;9.170.000.000,00;9.670.000.000,00;10.670.000.000,00;;;;;;"";"";;;"";;;"";;;;;;
2025;"2801";"0158";;"Financiamento à exportação de bens e serviços, destinado a micro e pequenas empresas (Proger Exportação)";"Crédito de Instituição Financeira";"34300";"Outros";98.000.000,00;23.000.000,00;24.000.000,00;25.000.000,00;26.000.000,00;;"Financiamento";"Financiamento à exportação de bens e serviços, inclusive despesas diretamente ligadas à promoção, como a participação em feiras no Brasil e no exterior, destinadas a micro e pequenas empresas brasileiras, amparada em recursos do Fundo de Amparo ao Trabalhador por meio da Resolução nº 330/03, no âmbito do Programa de Geração de Emprego e Renda (Proger)";;0,00;"";"";;;"";;;"";;;;;;
