"Exercício";"Programa";"Objetivo";"Objetivo Específico";"Enunciado";"Descrição";"Órgão";
2024;"2224";"1279";"0059";"Retratar a realidade do país com informações estatísticas e geoespaciais relevantes, tempestivas e de fácil acesso.";"Fornecer uma representação da situação atual do país, por meio da produção de informações estatísticas e geoespaciais. Isso inclui coletar, processar, analisar e disponibilizar dados de forma tempestiva e facilmente acessíveis ao público. Por meio deste objetivo, pretende-se aumentar a compreensão do público e dos tomadores de decisão sobre a realidade do país, permitindo análises mais fundamentadas e a formulação e implementação de políticas públicas eficazes e bem-sucedidas.";"47000 - Ministério do Planejamento e Orçamento";
2024;"2224";"1279";"0074";"Melhorar a eficiência do processo alocativo com sustentabilidade e previsibilidade do orçamento";"Otimizar a forma como os recursos financeiros são distribuídos e utilizados. Isso implica na adoção de práticas que assegurem que a alocação de recursos seja feita de maneira eficiente e eficaz, maximizando o valor gerado por cada unidade de recurso investido. Além disso, este objetivo também enfatiza a importância da sustentabilidade, ou seja, garantir que as decisões orçamentárias de hoje não comprometam a capacidade das futuras gerações de atender às suas próprias necessidades. Finalmente, este objetivo também aponta para a necessidade de previsibilidade orçamentária, de forma que haja uma visão clara e confiável do fluxo futuro de receitas e despesas, facilitando o planejamento e a tomada de decisões.";"47000 - Ministério do Planejamento e Orçamento";
2024;"2224";"1279";"0096";"Contribuir para o aperfeiçoamento contínuo das políticas públicas por meio de avaliações ex ante e ex post de políticas públicas.";"O objetivo envolve o compromisso de realizar avaliações e análises constantes das políticas públicas existentes, com a intenção de identificar áreas de melhoria e oportunidades para otimizar a eficácia e eficiência dessas políticas. A contribuição para o aperfeiçoamento contínuo pode envolver a pesquisa de melhores práticas, a implementação de estratégias inovadoras, a colaboração com partes interessadas para obter feedback e insights, bem como a utilização de dados e tecnologia para monitorar o progresso e avaliar os resultados. Esta ação estratégica visa garantir que as políticas públicas atendam às necessidades dos cidadãos de maneira eficaz, promovendo assim uma sociedade mais justa, equitativa e sustentável.";"47000 - Ministério do Planejamento e Orçamento";
2024;"2224";"1279";"0098";"Contribuir para a melhoria da governança do processo de financiamento externo de projetos do setor público concedido por organismos internacionais e dos pagamentos de integralizações e contribuições internacionais";"Aprimorar a gestão e a eficácia dos processos que regem os fundos internacionais recebidos para o financiamento de projetos públicos. Isso envolve a garantia de transparência, responsabilidade e eficiência na alocação e utilização desses fundos, bem como a otimização dos pagamentos internacionais e contribuições. O objetivo é assegurar que esses recursos sejam utilizados de forma a maximizar o seu impacto na realização dos objetivos do setor público, ao mesmo tempo em que se cumprem as obrigações internacionais e se promove uma gestão financeira sólida e sustentável.";"47000 - Ministério do Planejamento e Orçamento";
2024;"2224";"1279";"0101";"Promover a transversalidade das políticas públicas no Plano Plurianual (PPA) 2024-2027";"Este objetivo propõe a integração e harmonização de diferentes políticas públicas no PPA 2024-2027, visando garantir que as ações e iniciativas em diferentes setores e áreas sejam complementares e reforcem umas às outras. Esta abordagem transversal facilita o alcance de metas comuns, fortalece a eficiência do plano e promove um impacto mais amplo e sustentável.";"47000 - Ministério do Planejamento e Orçamento";
2024;"2224";"1279";"0102";"Contribuir para a melhoria da capacidade de planejamento em toda federação, visando a redução das desigualdades regionais.";"Este objetivo enfatiza a importância de um contínuo engajamento e colaboração com as unidades federativas em todas as fases do planejamento. Visa promover uma cooperação efetiva, compartilhamento de informações e alinhamento de esforços para alcançar metas comuns, fortalecendo assim a gestão e execução do planejamento em nível federal.";"47000 - Ministério do Planejamento e Orçamento";
2024;"2224";"1279";"0430";"Aperfeiçoar a gestão das Agendas Transversais e Multissetoriais Selecionadas nos Orçamentos da União.";"Este objetivo busca aprimorar a gestão das Agendas Transversais e Multissetoriais Selecionadas no âmbito dos Orçamentos Fiscal e da Seguridade Social. As Agendas Transversais e Multissetoriais Selecionadas organizam as programações orçamentárias voltadas ao encaminhamento de problemas complexos, os quais necessitam de uma abordagem multidimensional e integrada por parte do Estado para serem eficaz e efetivamente encaminhados, tais como: as desigualdades de gênero e de raça/etnia e as mudanças climáticas.";"47000 - Ministério do Planejamento e Orçamento";
2024;"5123";"1280";"0028";"Reduzir o número de casos autóctones de malária na região amazônica.";"A redução do número de casos autóctones de malária irá reduzir o impacto que os casos têm no desenvolvimento da região amazônica, área endêmica para a doença, reduzindo também a mortalidade e internações pela doença, gerando impacto positivo na saúde da população.";"36000 - Ministério da Saúde";
2024;"5123";"1280";"0067";"Disponibilizar informações precisas e oportunas de estatísticas vitais e de morbidade da população por meio dos sistemas de informação de vigilância em saúde.";"Os Sistemas de Informação em Saúde que possuem dados sobre estatísitcas vitais (nascimentos: Sinasc e mortalidade: SIM) e morbidade (Sinan) permitem a obtenção de números com recortes por municípios, faixa etária ou sexo e possibilitam a tomada de decisão baseada em evidências. Atualmente tais informações são preechidas em formulários em papel e posteriormente digitadas no respectivo sistema desenolvidos com tecnologias obsoletas. O Programa e-SUS Linha da Vida tem o objetivo de disponibilizar uma plataforma on-line de sistemas integrados (Sinasc, Sinan e SIM) desenvolvidos em novas e seguras tecnologias, com infraestrutura de fácil expansão e escalabilidade, com alta capacidade de atualização e disponibilização de novas funcionalidades, facilidade de uso nas multiplataformas possibilitando desta forma, a obtenção de dados confiáveis e acessíveis em tempo oportuno, detecção/redução de fraudes, e integração e interoperabilidade com outros sistemas.";"36000 - Ministério da Saúde";
2024;"5123";"1280";"0483";"Reduzir a taxa de incidência de arboviroses (dengue, chikungunya, Zika e febre amarela) no Brasil";"Redução do número relativo de casos de arboviroses na população brasileira. As elevadas incidência e prevalência dessas doenças geram impactos importantes sobre a saúde pública, com sobrecarga dos serviços de saúde relacionados à vigilância, à assistência e ao diagnóstico, e prejuízos econômicos decorrentes do absenteísmo no trabalho, dos gastos com a assistência aos pacientes e com mortes prematuras.";"36000 - Ministério da Saúde";
2024;"5123";"1280";"0484";"Reduzir a incidência de HIV/aids, TB, Hepatites Virais, sífilis e outras IST, doenças de determinação social, por meio do incentivo a medidas de prevenção e tratamento adequado";"O objetivo específico proposto visa à redução da incidência de doenças determinadas socialmente: HIV/aids, TB, HV e outras IST e está diretamente relacionado à instituição do Comitê Interministerial para a Eliminação da Tuberculose e de Outras Doenças Determinadas Socialmente (Decreto nº 11.494 de 11/04/2023). O Comitê visa à promoção de ações intersetoriais que contribuam para a eliminação da tuberculose e de outras doenças determinadas socialmente como problemas de saúde pública no País até 2030.";"36000 - Ministério da Saúde";
2024;"5123";"1280";"0486";"Fornecer imunobiológicos de responsabilidade do Ministério da Saúde, conforme demanda estimada.";"A definir";"36000 - Ministério da Saúde";
2024;"5123";"1280";"0487";"Ampliar a vigilância de ambientes e populações expostas a agrotóxicos no âmbito da vigilância da saúde ambiental e saúde do trabalhador";"A toxicidade dos agrotóxicos impactam na saúde humana de diversas formas. Ampliar a VSPEA é fundamental para promover a qualidade de vida e reduzir, controlar ou eliminar a vulnerabilidade e os riscos à saúde de populações expostas a essas substâncias garantia saúde da população, portanto pretende-se ampliar o número de municípios que implantaram essa vigilância no território.";"36000 - Ministério da Saúde";
